Date,AAPL,AMD,BAC,DFS,RIVN,TSLA
2021-11-11 00:00:00+00:00,-0.00033823139787603207,0.04389790236643787,0.0055052993844382225,0.009025781605689343,0.22098673448821748,-0.004157528824601631
2021-11-12 00:00:00+00:00,0.014337011542040035,0.012875864348618205,-0.012213344139537563,0.007932465368631014,0.05658996020295848,-0.02829310201599211
2021-11-15 00:00:00+00:00,6.669202686993003e-05,-0.009466454136603186,0.002984329522450979,-0.010549273775968926,0.14936517212724665,-0.01938224449936754
2021-11-16 00:00:00+00:00,0.0066664833189034045,0.04068531115835228,0.0006378155361379534,-0.00795394491858692,0.1516469858323941,0.04079376842602822
2021-11-17 00:00:00+00:00,0.0164902093618573,-0.007281079911916399,-0.012107178972021182,-0.015864892599599334,-0.1508051160456626,0.032501208284666294
2021-11-18 00:00:00+00:00,0.02853612205718914,0.02431616243966417,-0.004084949932427362,0.001126713647116917,-0.15533654366455774,0.006767610267700563
2021-11-19 00:00:00+00:00,0.016976012979911914,0.0025158004057526107,-0.019861816209949645,-0.009782675775945604,0.04230838844465157,0.03710391800920432
2021-11-22 00:00:00+00:00,0.0029274857547574307,-0.018595967579615014,0.019383095348473267,0.01564951060978137,-0.08157080089654278,0.017422122080461122
2021-11-23 00:00:00+00:00,0.002422144728830178,-0.017046984203271998,0.026361209500583405,0.03198758757297537,0.014732011301141545,-0.041352932727292124
2021-11-24 00:00:00+00:00,0.003283440058987175,0.05256139927331449,0.0027368727790042513,0.0010890758652308818,-0.04171881571679481,0.006284772484400847
2021-11-26 00:00:00+00:00,-0.03167827938618184,-0.018948069932440692,-0.03926096917697253,-0.04125516429453269,-0.023683075810540966,-0.030537595031082
2021-11-29 00:00:00+00:00,0.021873440756793983,0.04586271051925017,-0.003714944754876881,-0.01091052251980551,0.06813519643973365,0.050900227900227524
2021-11-30 00:00:00+00:00,0.03157766675741813,-0.021864050798921175,-0.024566798860725214,-0.048270335220868876,-8.344750034283699e-05,0.006833823403773698
2021-12-01 00:00:00+00:00,-0.00320645283621801,-0.058470637067229214,-0.014166939880700946,-0.0159481055268218,-0.03398463278411168,-0.04346763456194869
2021-12-02 00:00:00+00:00,-0.006129797725616837,0.010529086305433921,0.02887925418144688,0.037312826583117076,-0.04252749325363436,-0.00949773919092467
2021-12-03 00:00:00+00:00,-0.011724271692398092,-0.0442659841595372,-0.022722268571163107,-0.01289862256926222,-0.05506904991409445,-0.06419876077133224
2021-12-06 00:00:00+00:00,0.021502754995564644,-0.0343725931328136,0.006382659212106345,0.02972304673339843,0.11569696018151365,-0.005872086315763081
2021-12-07 00:00:00+00:00,0.035446172192584946,0.04163676575991748,0.01268407957470008,0.022162779167603786,-0.005137853060394604,0.04235837141187604
2021-12-08 00:00:00+00:00,0.022783209390842885,0.0026924361285129983,-0.01230175258914079,-0.0069943676431769575,0.05112758156139918,0.016363195584229162
2021-12-09 00:00:00+00:00,-0.002970028042046491,-0.04916000495458872,0.007472963743326622,0.01505550452287907,-0.055027850225717545,-0.06095644581905246
2021-12-10 00:00:00+00:00,0.02801310282268643,0.0032584860851119224,0.000674329549990027,0.01283729204500128,-0.006412459739903786,0.013179927022311633
2021-12-13 00:00:00+00:00,-0.020674115586920117,-0.03428365135600575,-0.02111407814499111,-0.03357031415964162,0.03697887430968816,-0.04977243020772948
2021-12-14 00:00:00+00:00,-0.008023173271103023,0.01345293729972119,0.012620447075810448,0.023748215822024576,-0.01480237269675222,-0.008174578197676419
2021-12-15 00:00:00+00:00,0.028509104366608584,0.08038343219662858,-0.004305469273269691,-0.004674055451294179,-0.018268733146651783,0.018236618133556703
2021-12-16 00:00:00+00:00,-0.03926392222830388,-0.053651881299328075,0.024123860804190933,0.006348365830852742,-0.053304323942764964,-0.050277132790258694
2021-12-17 00:00:00+00:00,-0.006501948946119551,-0.0064194993765622765,-0.024888800349971985,-0.01391287703962274,-0.10259948118436624,0.006095449446181567
2021-12-20 00:00:00+00:00,-0.008121745714978035,-0.014156057700487779,-0.016408513733566443,-0.039347895778330644,-0.0790173370772812,-0.03498927121736173
2021-12-21 00:00:00+00:00,0.01908675775724733,0.062223834744846274,0.02386462932762412,0.05062931203093002,0.07601684910765849,0.04288056302579579
2021-12-22 00:00:00+00:00,0.015318859763742587,-0.0025649574848353174,0.0020366296092839686,-0.002691680618838177,-0.0049576880649303545,0.07494705523716627
2021-12-23 00:00:00+00:00,0.0036437238741440225,0.01570749534430904,0.0031617337884668473,0.004178856476145576,0.0051899524497216465,0.05761886305530961
2021-12-27 00:00:00+00:00,0.02297507243439112,0.05624744255531566,0.004952753038756752,0.006762700685652767,0.10584469627855064,0.025248391499066658
2021-12-28 00:00:00+00:00,-0.005767378915014443,-0.007838861810590347,0.001343851449750355,-0.0004304748093636457,-0.039406048516368086,-0.005000275342793459
2021-12-29 00:00:00+00:00,0.0005020510220163921,-0.03192947818825009,-0.0015657378972574465,-0.0025845228560227307,-0.034315216432797224,-0.0020947102761840197
2021-12-30 00:00:00+00:00,-0.006578202241634412,-0.020976667513691094,-0.002240775379650617,0.0005182158283751903,0.041071089002028494,-0.014592268383646134
